,ID,Product,Region,Profession,Age,First Rate Paid,Contract sum,Closing Date,Age Group
98,99,Life,150,Farmer,42,FALSE,5000,01-08-1990,AG-5
100,101,Household,150,Pupil,43,FALSE,5000,01-08-1990,AG-5
101,102,Life,150,Employee,43,TRUE,5000,01-08-1990,AG-5
102,103,Life,150,Farmer,43,FALSE,5000,01-08-1990,AG-5
103,104,Life,150,Farmer,43,TRUE,5000,01-08-1990,AG-5
104,105,Life,150,Farmer,43,TRUE,5000,01-08-1990,AG-5
105,106,Life,160,Employee,43,TRUE,5000,01-08-1990,AG-5
106,107,Household,160,Farmer,43,TRUE,5000,01-08-1990,AG-5
107,108,Life,160,Farmer,43,TRUE,5000,01-08-1990,AG-5
108,109,Household,150,Farmer,44,TRUE,5000,01-08-1990,AG-5
109,110,Life,150,Farmer,44,FALSE,5000,01-08-1990,AG-5
110,111,Household,150,Farmer,44,TRUE,5000,01-08-1990,AG-5
111,112,Life,150,Farmer,44,TRUE,5000,01-08-1990,AG-5
112,113,Health,150,Farmer,44,FALSE,5000,01-08-1990,AG-5
113,114,Car,150,Employee,45,TRUE,5000,01-08-1990,AG-5
114,115,Health,160,Farmer,45,FALSE,5000,01-08-1990,AG-5
115,116,Life,150,Farmer,45,TRUE,5000,01-08-1990,AG-5
116,117,Household,160,Farmer,45,TRUE,5000,01-08-1990,AG-5
117,118,Car,150,Student,45,FALSE,5000,01-08-1990,AG-5
118,119,Life,150,Farmer,45,TRUE,5000,01-08-1990,AG-5
119,120,Car,150,Pupil,45,TRUE,5000,01-08-1990,AG-5
120,121,Life,150,Employee,45,TRUE,5000,01-08-1990,AG-5
121,122,Health,150,Farmer,45,TRUE,5000,01-08-1990,AG-5
122,123,Life,150,Farmer,45,FALSE,5000,01-08-1990,AG-5
123,124,Life,150,Farmer,45,FALSE,5000,01-08-1990,AG-5
124,125,Life,150,Farmer,46,TRUE,5000,01-08-1990,AG-5
125,126,Car,150,Employee,46,TRUE,5000,01-08-1990,AG-5
126,127,Health,150,Student,46,TRUE,5000,01-08-1990,AG-5
127,128,Car,160,Farmer,46,TRUE,5000,01-08-1990,AG-5
128,129,Life,150,Employee,46,FALSE,5000,01-08-1990,AG-5
129,130,Household,150,Farmer,47,TRUE,5000,01-08-1990,AG-5
130,131,Life,150,Civil servant,47,TRUE,5000,01-08-1990,AG-5
131,132,Life,150,Employee,47,FALSE,5000,01-08-1990,AG-5
132,133,Health,150,Farmer,47,TRUE,5000,01-08-1990,AG-5
133,134,Life,150,Farmer,48,TRUE,5000,01-08-1990,AG-5
134,135,Life,150,Farmer,48,TRUE,5000,01-08-1990,AG-5
135,136,Life,150,Farmer,48,TRUE,5000,01-08-1990,AG-5
136,137,Life,150,Farmer,49,TRUE,5000,01-08-1990,AG-5
137,138,Life,150,Employee,49,TRUE,5000,01-08-1990,AG-5
138,139,Life,150,Farmer,49,TRUE,5000,01-08-1990,AG-5
139,140,Life,150,Farmer,49,TRUE,5000,01-08-1990,AG-5
140,141,Life,150,Employee,50,FALSE,5000,01-08-1990,AG-6
141,142,Health,150,Farmer,50,FALSE,5000,01-08-1990,AG-6
142,143,Life,150,Employee,51,TRUE,5000,01-08-1990,AG-6
143,144,Life,150,Employee,51,TRUE,5000,01-08-1990,AG-6
144,145,Life,150,Student,51,FALSE,5000,01-08-1990,AG-6
145,146,Life,150,Farmer,52,TRUE,5000,01-08-1990,AG-6
146,147,Life,150,Employee,53,FALSE,5000,01-08-1990,AG-6
147,148,Life,160,Employee,54,FALSE,5000,01-08-1990,AG-6
148,149,Life,999,Farmer,54,TRUE,5000,01-08-1990,AG-6
149,150,Life,160,Farmer,54,FALSE,5000,01-08-1990,AG-6
150,151,Life,150,Employee,54,TRUE,5000,01-08-1990,AG-6
151,152,Household,160,Employee,54,TRUE,5000,01-08-1990,AG-6
152,153,Health,150,Student,55,TRUE,5000,01-08-1990,AG-6
153,154,Health,150,Farmer,55,TRUE,5000,01-08-1990,AG-6
154,155,Health,150,Student,55,FALSE,5000,01-08-1990,AG-6
155,156,Health,150,Employee,55,TRUE,5000,01-08-1990,AG-6
156,157,Life,150,Farmer,56,FALSE,5000,01-08-1990,AG-6
158,159,Life,150,Farmer,56,TRUE,5000,01-08-1990,AG-6
159,160,Life,150,Farmer,56,TRUE,5000,01-08-1990,AG-6
160,161,Health,150,Employee,56,FALSE,5000,01-08-1990,AG-6
161,162,Life,150,Employee,56,TRUE,5000,01-08-1990,AG-6
162,163,Car,150,Farmer,56,TRUE,5000,01-08-1990,AG-6
163,164,Life,160,Farmer,57,FALSE,5000,01-08-1990,AG-6
164,165,Car,150,Employee,57,FALSE,5000,01-08-1990,AG-6
165,166,Car,160,Employee,57,TRUE,5000,01-08-1990,AG-6
166,167,Household,150,Farmer,58,TRUE,5000,01-08-1990,AG-6
167,168,Car,150,Civil servant,59,FALSE,5000,01-08-1990,AG-6
168,169,Household,150,Farmer,59,TRUE,5000,01-08-1990,AG-6
169,170,Health,150,Farmer,59,TRUE,5000,01-08-1990,AG-6
170,171,Life,150,Farmer,59,TRUE,5000,01-08-1990,AG-6
171,172,Car,150,Farmer,59,FALSE,5000,01-08-1990,AG-6
172,173,Household,150,Farmer,59,TRUE,5000,01-08-1990,AG-6
173,174,Life,150,Executive emplyee,59,TRUE,5000,01-08-1990,AG-6
174,175,Life,150,Employee,60,TRUE,5000,01-08-1990,AG-7
175,176,Life,150,Civil servant,60,TRUE,5000,01-08-1990,AG-7
176,177,Life,150,Civil servant,60,TRUE,5000,01-08-1990,AG-7
177,178,Life,150,Civil servant,61,TRUE,5000,01-08-1990,AG-7
178,179,Health,150,Employee,61,TRUE,5000,01-08-1990,AG-7
179,180,Life,150,Civil servant,62,TRUE,5000,01-08-1990,AG-7
180,181,Life,150,Employee,63,FALSE,5000,01-08-1990,AG-7
181,182,Car,150,Farmer,63,TRUE,5000,01-08-1990,AG-7
182,183,Car,150,Student,63,TRUE,5000,01-08-1990,AG-7
183,184,Health,150,Employee,65,TRUE,5000,01-08-1990,AG-7
184,185,Household,160,Employee,65,TRUE,5000,01-08-1990,AG-7
185,186,Life,160,Employee,65,FALSE,5000,01-08-1990,AG-7
186,187,Health,150,Employee,65,TRUE,5000,01-08-1990,AG-7
187,188,Life,150,Civil servant,67,TRUE,5000,01-08-1990,AG-7
188,189,Life,150,Farmer,67,TRUE,5000,01-08-1990,AG-7
189,190,Household,150,Civil servant,69,TRUE,5000,01-08-1990,AG-7
190,191,Life,150,Civil servant,71,TRUE,5000,01-08-1990,AG-7
191,192,Life,150,Civil servant,73,TRUE,5000,01-08-1990,AG-7
192,193,Life,999,Civil servant,74,TRUE,5000,01-08-1990,AG-7
193,194,Health,150,Civil servant,77,TRUE,5000,01-08-1990,AG-7
194,195,Health,150,Civil servant,78,TRUE,5000,01-08-1990,AG-7
195,196,Household,150,Civil servant,83,TRUE,5000,01-08-1990,AG-7
196,197,Health,150,Student,16,FALSE,5000,01-09-1990,AG-1
197,198,Health,150,Employee,26,FALSE,5000,01-09-1990,AG-3
198,199,Life,150,Executive emplyee,29,FALSE,5000,01-09-1990,AG-3
199,200,Life,160,Pupil,29,FALSE,5000,01-09-1990,AG-3
200,201,Life,150,Farmer,30,TRUE,5000,01-09-1990,AG-4
201,202,Life,150,Employee,31,TRUE,5000,01-09-1990,AG-4
202,203,Life,160,Farmer,31,FALSE,5000,01-09-1990,AG-4
203,204,Life,150,Employee,31,FALSE,5000,01-09-1990,AG-4
204,205,Life,150,Employee,31,TRUE,5000,01-09-1990,AG-4
205,206,Life,150,Employee,31,FALSE,5000,01-09-1990,AG-4
206,207,Life,150,Employee,32,TRUE,5000,01-09-1990,AG-4
207,208,Life,150,Student,32,TRUE,5000,01-09-1990,AG-4
208,209,Health,150,Farmer,32,TRUE,5000,01-09-1990,AG-4
209,210,Life,150,Employee,32,FALSE,5000,01-09-1990,AG-4
210,211,Life,150,Executive emplyee,33,FALSE,5000,01-09-1990,AG-4
211,212,Life,150,Farmer,33,TRUE,5000,01-09-1990,AG-4
212,213,Household,150,Employee,33,TRUE,5000,01-09-1990,AG-4
213,214,Car,150,Farmer,34,TRUE,5000,01-09-1990,AG-4
214,215,Life,150,Farmer,34,TRUE,5000,01-09-1990,AG-4
215,216,Car,150,Executive emplyee,34,TRUE,5000,01-09-1990,AG-4
216,217,Life,150,Employee,34,TRUE,5000,01-09-1990,AG-4
217,218,Life,150,Employee,35,FALSE,5000,01-09-1990,AG-4
218,219,Life,150,Farmer,35,TRUE,5000,01-09-1990,AG-4
219,220,Household,150,Farmer,35,TRUE,5000,01-09-1990,AG-4
221,222,Health,150,Farmer,35,TRUE,5000,01-09-1990,AG-4
222,223,Household,150,Student,35,TRUE,5000,01-09-1990,AG-4
223,224,Life,150,Farmer,35,FALSE,5000,01-09-1990,AG-4
224,225,Life,150,Employee,35,TRUE,5000,01-09-1990,AG-4
225,226,Life,150,Executive emplyee,35,FALSE,5000,01-09-1990,AG-4
226,227,Car,160,Employee,35,TRUE,5000,01-09-1990,AG-4
227,228,Car,150,Student,35,TRUE,5000,01-09-1990,AG-4
228,229,Life,150,Farmer,36,TRUE,5000,01-09-1990,AG-4
229,230,Life,160,Executive emplyee,36,FALSE,5000,01-09-1990,AG-4
230,231,Life,150,Farmer,36,FALSE,5000,01-09-1990,AG-4
231,232,Life,150,Farmer,36,FALSE,5000,01-09-1990,AG-4
232,233,Life,150,Employee,37,FALSE,5000,01-09-1990,AG-4
233,234,Life,150,Employee,37,TRUE,5000,01-09-1990,AG-4
234,235,Life,160,Farmer,37,FALSE,5000,01-09-1990,AG-4
235,236,Life,150,Farmer,37,FALSE,5000,01-09-1990,AG-4
236,237,Life,150,Student,37,FALSE,5000,01-09-1990,AG-4
237,238,Life,150,Executive emplyee,38,FALSE,5000,01-09-1990,AG-4
238,239,Life,150,Employee,38,TRUE,5000,01-09-1990,AG-4
239,240,Car,130,Farmer,38,FALSE,5000,01-09-1990,AG-4
240,241,Life,150,Farmer,38,FALSE,5000,01-09-1990,AG-4
241,242,Life,999,Employee,38,TRUE,5000,01-09-1990,AG-4
242,243,Life,150,Farmer,38,FALSE,5000,01-09-1990,AG-4
243,244,Household,150,Employee,39,FALSE,5000,01-09-1990,AG-4
244,245,Household,999,Employee,39,TRUE,5000,01-09-1990,AG-4
245,246,Car,150,Farmer,39,TRUE,5000,01-09-1990,AG-4
246,247,Life,150,Farmer,39,TRUE,5000,01-09-1990,AG-4
247,248,Life,150,Employee,39,TRUE,5000,01-09-1990,AG-4
248,249,Life,150,Farmer,39,FALSE,5000,01-09-1990,AG-4
249,250,Life,150,Employee,39,TRUE,5000,01-09-1990,AG-4
250,251,Life,150,Farmer,39,FALSE,5000,01-09-1990,AG-4
251,252,Life,150,Employee,39,TRUE,5000,01-09-1990,AG-4
252,253,Life,150,Farmer,40,TRUE,5000,01-09-1990,AG-5
253,254,Life,150,Farmer,40,FALSE,5000,01-09-1990,AG-5
254,255,Life,160,Employee,40,FALSE,5000,01-09-1990,AG-5
255,256,Car,130,Employee,40,TRUE,5000,01-09-1990,AG-5
256,257,Household,150,Farmer,40,TRUE,5000,01-09-1990,AG-5
257,258,Life,160,Employee,41,FALSE,5000,01-09-1990,AG-5
258,259,Life,150,Employee,41,FALSE,5000,01-09-1990,AG-5
259,260,Car,150,Farmer,41,TRUE,5000,01-09-1990,AG-5
260,261,Life,160,Farmer,41,TRUE,5000,01-09-1990,AG-5
261,262,Life,150,Farmer,41,TRUE,5000,01-09-1990,AG-5
263,264,Car,150,Employee,41,TRUE,5000,01-09-1990,AG-5
264,265,Life,160,Farmer,41,TRUE,5000,01-09-1990,AG-5
265,266,Health,150,Employee,41,TRUE,5000,01-09-1990,AG-5
266,267,Life,150,Executive emplyee,41,TRUE,5000,01-09-1990,AG-5
267,268,Life,150,Executive emplyee,41,TRUE,5000,01-09-1990,AG-5
268,269,Life,160,Employee,42,FALSE,5000,01-09-1990,AG-5
269,270,Health,150,Student,42,TRUE,5000,01-09-1990,AG-5
270,271,Life,150,Employee,42,TRUE,5000,01-09-1990,AG-5
271,272,Household,150,Farmer,42,TRUE,5000,01-09-1990,AG-5
272,273,Life,150,Farmer,42,FALSE,5000,01-09-1990,AG-5
273,274,Life,150,Employee,42,TRUE,5000,01-09-1990,AG-5
274,275,Life,150,Farmer,42,TRUE,5000,01-09-1990,AG-5
275,276,Car,150,Farmer,42,TRUE,5000,01-09-1990,AG-5
276,277,Life,150,Employee,42,FALSE,5000,01-09-1990,AG-5
277,278,Household,150,Employee,43,FALSE,5000,01-09-1990,AG-5
278,279,Health,150,Farmer,43,FALSE,5000,01-09-1990,AG-5
279,280,Life,150,Farmer,44,TRUE,5000,01-09-1990,AG-5
280,281,Car,150,Farmer,44,FALSE,5000,01-09-1990,AG-5
281,282,Health,150,Employee,44,TRUE,5000,01-09-1990,AG-5
282,283,Life,150,Employee,44,FALSE,5000,01-09-1990,AG-5
283,284,Car,150,Employee,44,TRUE,5000,01-09-1990,AG-5
284,285,Life,150,Executive emplyee,44,FALSE,5000,01-09-1990,AG-5
285,286,Life,160,Farmer,45,TRUE,5000,01-09-1990,AG-5
286,287,Life,150,Student,45,FALSE,5000,01-09-1990,AG-5
287,288,Life,150,Farmer,45,FALSE,5000,01-09-1990,AG-5
288,289,Life,150,Employee,45,TRUE,5000,01-09-1990,AG-5
289,290,Health,150,Employee,45,FALSE,5000,01-09-1990,AG-5
290,291,Life,150,Student,45,TRUE,5000,01-09-1990,AG-5
291,292,Life,150,Employee,45,TRUE,5000,01-09-1990,AG-5
292,293,Household,150,Employee,45,TRUE,5000,01-09-1990,AG-5
293,294,Life,160,Executive emplyee,45,TRUE,5000,01-09-1990,AG-5
294,295,Life,150,Employee,45,TRUE,5000,01-09-1990,AG-5
295,296,Car,150,Employee,46,TRUE,5000,01-09-1990,AG-5
296,297,Household,150,Farmer,46,FALSE,5000,01-09-1990,AG-5
297,298,Household,160,Farmer,46,TRUE,5000,01-09-1990,AG-5
298,299,Car,150,Farmer,46,FALSE,5000,01-09-1990,AG-5
299,300,Household,160,Employee,47,TRUE,5000,01-09-1990,AG-5
300,301,Health,150,Employee,47,TRUE,5000,01-09-1990,AG-5
301,302,Health,150,Farmer,47,TRUE,5000,01-09-1990,AG-5
302,303,Household,150,Employee,47,FALSE,5000,01-09-1990,AG-5
303,304,Health,160,Employee,47,TRUE,5000,01-09-1990,AG-5
304,305,Health,150,Civil servant,47,TRUE,5000,01-09-1990,AG-5
305,306,Life,150,Employee,47,FALSE,5000,01-09-1990,AG-5
306,307,Life,160,Student,47,TRUE,5000,01-09-1990,AG-5
307,308,Car,150,Farmer,47,FALSE,5000,01-09-1990,AG-5
308,309,Life,150,Farmer,48,TRUE,5000,01-09-1990,AG-5
309,310,Life,150,Employee,48,TRUE,5000,01-09-1990,AG-5
311,312,Car,150,Employee,48,TRUE,5000,01-09-1990,AG-5
312,313,Life,150,Farmer,48,FALSE,5000,01-09-1990,AG-5
313,314,Car,150,Farmer,48,TRUE,5000,01-09-1990,AG-5
314,315,Household,150,Farmer,49,TRUE,5000,01-09-1990,AG-5
315,316,Life,150,Farmer,49,TRUE,5000,01-09-1990,AG-5
316,317,Health,150,Farmer,49,TRUE,5000,01-09-1990,AG-5
317,318,Life,150,Farmer,49,TRUE,5000,01-09-1990,AG-5
318,319,Health,160,Employee,49,TRUE,5000,01-09-1990,AG-5
319,320,Life,150,Employee,49,TRUE,5000,01-09-1990,AG-5
320,321,Life,150,Farmer,49,TRUE,5000,01-09-1990,AG-5
321,322,Car,150,Employee,49,TRUE,5000,01-09-1990,AG-5
322,323,Life,150,Farmer,50,TRUE,5000,01-09-1990,AG-6
323,324,Health,150,Employee,50,TRUE,5000,01-09-1990,AG-6
324,325,Car,150,Farmer,50,TRUE,5000,01-09-1990,AG-6
325,326,Health,150,Farmer,50,FALSE,5000,01-09-1990,AG-6
326,327,Life,150,Farmer,50,FALSE,5000,01-09-1990,AG-6
327,328,Life,150,Employee,52,TRUE,5000,01-09-1990,AG-6
328,329,Car,150,Employee,52,TRUE,5000,01-09-1990,AG-6
329,330,Household,150,Employee,52,TRUE,5000,01-09-1990,AG-6
330,331,Household,150,Student,52,TRUE,5000,01-09-1990,AG-6
331,332,Life,150,Executive emplyee,53,FALSE,5000,01-09-1990,AG-6
332,333,Car,150,Employee,53,TRUE,5000,01-09-1990,AG-6
333,334,Life,150,Farmer,53,TRUE,5000,01-09-1990,AG-6
334,335,Household,150,Farmer,53,TRUE,5000,01-09-1990,AG-6
335,336,Life,150,Farmer,53,TRUE,5000,01-09-1990,AG-6
336,337,Car,150,Employee,53,TRUE,5000,01-09-1990,AG-6
337,338,Life,150,Employee,53,TRUE,5000,01-09-1990,AG-6
338,339,Car,150,Executive emplyee,53,FALSE,5000,01-09-1990,AG-6
339,340,Life,150,Farmer,53,TRUE,5000,01-09-1990,AG-6
340,341,Car,150,Employee,54,TRUE,5000,01-09-1990,AG-6
341,342,Life,150,Employee,54,TRUE,5000,01-09-1990,AG-6
342,343,Life,150,Executive emplyee,54,TRUE,5000,01-09-1990,AG-6
343,344,Life,150,Student,54,TRUE,5000,01-09-1990,AG-6
344,345,Life,150,Employee,54,TRUE,5000,01-09-1990,AG-6
345,346,Health,160,Employee,55,TRUE,5000,01-09-1990,AG-6
346,347,Car,150,Employee,55,FALSE,5000,01-09-1990,AG-6
347,348,Life,150,Employee,55,TRUE,5000,01-09-1990,AG-6
348,349,Health,150,Student,55,FALSE,5000,01-09-1990,AG-6
349,350,Life,150,Student,55,TRUE,5000,01-09-1990,AG-6
350,351,Life,150,Student,55,TRUE,5000,01-09-1990,AG-6
351,352,Life,150,Employee,56,FALSE,5000,01-09-1990,AG-6
352,353,Car,999,Farmer,56,TRUE,5000,01-09-1990,AG-6
353,354,Household,150,Farmer,56,TRUE,5000,01-09-1990,AG-6
354,355,Car,150,Civil servant,56,TRUE,5000,01-09-1990,AG-6
355,356,Health,150,Pupil,56,TRUE,5000,01-09-1990,AG-6
356,357,Life,150,Farmer,57,TRUE,5000,01-09-1990,AG-6
357,358,Life,150,Farmer,57,TRUE,5000,01-09-1990,AG-6
358,359,Life,150,Civil servant,58,TRUE,5000,01-09-1990,AG-6
359,360,Car,150,Employee,58,TRUE,5000,01-09-1990,AG-6
360,361,Life,150,Student,58,FALSE,5000,01-09-1990,AG-6
361,362,Life,150,Employee,58,TRUE,5000,01-09-1990,AG-6
362,363,Household,150,Employee,58,TRUE,5000,01-09-1990,AG-6
363,364,Life,150,Farmer,58,FALSE,5000,01-09-1990,AG-6
364,365,Life,150,Employee,58,TRUE,5000,01-09-1990,AG-6
365,366,Life,150,Employee,58,TRUE,5000,01-09-1990,AG-6
366,367,Life,150,Employee,58,TRUE,5000,01-09-1990,AG-6
367,368,Life,150,Employee,58,TRUE,5000,01-09-1990,AG-6
368,369,Life,150,Farmer,58,TRUE,5000,01-09-1990,AG-6
369,370,Life,150,Employee,58,FALSE,5000,01-09-1990,AG-6
370,371,Household,150,Executive emplyee,59,TRUE,5000,01-09-1990,AG-6
371,372,Life,150,Employee,59,TRUE,5000,01-09-1990,AG-6
372,373,Household,150,Employee,59,TRUE,5000,01-09-1990,AG-6
373,374,Life,160,Farmer,59,TRUE,5000,01-09-1990,AG-6
375,376,Health,150,Employee,59,TRUE,5000,01-09-1990,AG-6
376,377,Car,150,Civil servant,60,TRUE,5000,01-09-1990,AG-7
377,378,Household,160,Civil servant,60,TRUE,5000,01-09-1990,AG-7
378,379,Car,130,Employee,60,TRUE,5000,01-09-1990,AG-7
379,380,Health,150,Employee,60,TRUE,5000,01-09-1990,AG-7
380,381,Car,150,Employee,60,TRUE,5000,01-09-1990,AG-7
381,382,Health,150,Employee,60,FALSE,5000,01-09-1990,AG-7
382,383,Life,150,Employee,61,FALSE,5000,01-09-1990,AG-7
383,384,Health,150,Employee,61,TRUE,5000,01-09-1990,AG-7
384,385,Health,150,Farmer,61,FALSE,5000,01-09-1990,AG-7
385,386,Life,150,Civil servant,61,TRUE,5000,01-09-1990,AG-7
386,387,Car,150,Employee,61,TRUE,5000,01-09-1990,AG-7
387,388,Life,160,Employee,61,TRUE,5000,01-09-1990,AG-7
388,389,Life,150,Employee,63,FALSE,5000,01-09-1990,AG-7
389,390,Life,150,Farmer,63,TRUE,5000,01-09-1990,AG-7
390,391,Car,150,Farmer,63,FALSE,5000,01-09-1990,AG-7
391,392,Health,150,Farmer,63,FALSE,5000,01-09-1990,AG-7
392,393,Life,150,Student,63,TRUE,5000,01-09-1990,AG-7
393,394,Household,150,Civil servant,64,TRUE,5000,01-09-1990,AG-7
394,395,Life,150,Civil servant,64,TRUE,5000,01-09-1990,AG-7
395,396,Life,150,Employee,65,FALSE,5000,01-09-1990,AG-7
396,397,Life,150,Civil servant,65,TRUE,5000,01-09-1990,AG-7
397,398,Life,999,Civil servant,72,FALSE,5000,01-09-1990,AG-7
